SABC,D,Status,Use,Code Length,Area Type,Notes,Date,Changes
1316,,Designated,Edinburgh,3 Digit Area Code,Director,,,ADDED MISSING DATA: '3 Digit Area Code'. Added missing 'Director' data.
1317,,Designated,Edinburgh,3 Digit Area Code,Director,,,ADDED MISSING DATA: '3 Digit Area Code'. Added missing 'Director' data.
1318,,Designated,Edinburgh,3 Digit Area Code,Director,,,ADDED MISSING DATA: '3 Digit Area Code'. Added missing 'Director' data.
1319,,Designated,Edinburgh expansion,3 Digit Area Code,Director,,,ADDED MISSING DATA: '3 Digit Area Code'. Added missing 'Director' data.
1320,,Designated,Fort Augustus,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1321,,Designated,Geographic - unassigned,,,,,
1322,,Designated,Dartford,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1323,,Designated,Eastbourne,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1324,,Designated,Falkirk,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1325,,Designated,Darlington,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1326,,Designated,Falmouth,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1327,,Designated,Daventry,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1328,,Designated,Fakenham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1329,,Designated,Fareham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1330,,Designated,Banchory,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1331,,Designated,Geographic - unassigned,,,,,
1332,,Designated,Derby,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1333,,Designated,Peat Inn,4 Digit Area Code,,Peat Inn is in the 01334 area. 01333 should be called Leven (Fife).,,Added missing data: '4 Digit Area Code'. Added new Notes.
1334,,Designated,St Andrews,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1335,,Designated,Ashbourne,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1336,,Designated,Geographic - unassigned,,,,,
1337,,Designated,Ladybank,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1338,,Designated,Geographic - unassigned,,,,,
1339,0,Designated,Aboyne/Ballater National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,1,Designated,Aboyne/Ballater National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,2,Designated,Aboyne,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,3,Designated,Aboyne,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,4,Designated,Ballater,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,5,Designated,Aboyne,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,6,Designated,Ballater,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,7,Designated,Ballater,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,8,Designated,Aboyne,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1339,9,Designated,Ballater,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1340,,Designated,Craigellachie,4 Digit Area Code,,No exchange in Craigellachie. Aberlour would be a better name.,,Added missing data: '4 Digit Area Code'. Added new Notes.
1341,,Designated,Barmouth,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1342,,Designated,East Grinstead,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1343,,Designated,Elgin,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1344,,Designated,Bracknell,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1345,,Designated,Geographic - unassigned,,,,,
1346,,Designated,Fraserburgh,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1347,,Designated,Easingwold,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1348,,Designated,Fishguard,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1349,,Designated,Dingwall,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1350,,Designated,Dunkeld,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1351,,Designated,Geographic - unassigned,,,,,
1352,,Designated,Mold,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1353,,Designated,Ely,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1354,,Designated,Chatteris,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1355,,Designated,East Kilbride,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1356,,Designated,Brechin,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1357,,Designated,Strathaven,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1358,,Designated,Ellon,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1359,,Designated,Pakenham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1360,,Designated,Killearn,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1361,,Designated,Duns,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1362,,Designated,Dereham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1363,,Designated,Crediton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1364,,Designated,Ashburton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1365,,Designated,Geographic - unassigned,,,(formerly Enniskillen/Fivemiletown/Kesh/Lisnaskea (Mixed 4/5 Digit Code Area)),,Added missing parentheses to 'former usage' details. Split 'former usage' details to new 'Notes' column.
1366,,Designated,Downham Market,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1367,,Designated,Faringdon,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1368,,Designated,Dunbar,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1369,,Designated,Dunoon,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1370,,Designated,Geographic - unassigned,,,,,
1371,,Designated,Great Dunmow,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1372,,Designated,Esher,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1373,,Designated,Frome,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1374,,Designated,Geographic - unassigned,,,,,
1375,,Designated,Grays Thurrock,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1376,,Designated,Braintree,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1377,,Designated,Driffield,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1378,,Designated,Geographic - unassigned,,,,,
1379,,Designated,Diss,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1380,,Designated,Devizes,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1381,,Designated,Fortrose,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1382,,Designated,Dundee,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1383,,Designated,Dunfermline,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1384,,Designated,Dudley,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1385,,Designated,Geographic - unassigned,,,,,
1386,,Designated,Evesham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1387,0,Designated,Dumfries National Dialling,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,1,Designated,Dumfries National Dialling,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,2,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,3,Designated,Langholm,5 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,4,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,5,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,6,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,7,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,8,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1387,9,Designated,Dumfries,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1388,0,Designated,Bishop Auckland/Stanhope National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,1,Designated,Bishop Auckland/Stanhope National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,2,Designated,Stanhope,4 Digit Area Code,ELNS,No exchange in Stanhope. It is in Eastgate.,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column. Added new Notes.
1388,3,Designated,Bishop Auckland,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,4,Designated,Bishop Auckland,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,5,Designated,Stanhope,4 Digit Area Code,ELNS,No exchange in Stanhope. It is in Eastgate.,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column. Added new Notes.
1388,6,Designated,Bishop Auckland,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,7,Designated,Bishop Auckland,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,8,Designated,Bishop Auckland,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1388,9,Designated,Bishop Auckland,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1389,,Designated,Dumbarton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1390,,Designated,Geographic - unassigned,,,,,
1391,,Designated,Geographic - unassigned,,,,,
1392,,Designated,Exeter,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1393,,Designated,Geographic - unassigned,,,,,
1394,,Designated,Felixstowe,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1395,,Designated,Budleigh Salterton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1396,,Designated,Geographic - unassigned,,,(former Downpatrick/Newcastle (Mixed 4/5 Digit Code Area)),,Added missing parentheses to 'former usage' details. Split 'former usage' details to new 'Notes' column.
1397,,Designated,Fort William,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1398,,Designated,Dulverton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1399,,Designated,Geographic - unassigned,,,(former Paging Services),,Split 'former usage' details to new 'Notes' column.
1400,,Designated,Honington,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1401,,Designated,Geographic - unassigned,,,,,
1402,,Designated,Geographic - unassigned,,,,,
1403,,Designated,Horsham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1404,,Designated,Honiton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1405,,Designated,Goole,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1406,,Designated,Holbeach,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1407,,Designated,Holyhead,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1408,,Designated,Golspie,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1409,,Designated,Holsworthy,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1410,,Designated,Glasgow National dialling,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1411,,Designated,Glasgow National dialling,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1412,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1413,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1414,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1415,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1416,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1417,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1418,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1419,,Designated,Glasgow,3 Digit Area Code,Director,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Director' data.
1420,,Designated,Alton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1421,,Designated,Geographic - unassigned,,,,,
1422,,Designated,Halifax,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1423,0,Designated,Harrogate/Boroughbridge National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,1,Designated,Harrogate/Boroughbridge National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,2,Designated,Harrogate,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,3,Designated,Boroughbridge,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,4,Designated,Boroughbridge,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,5,Designated,Harrogate,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,6,Designated,Harrogate,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,7,Designated,Harrogate,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,8,Designated,Harrogate,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1423,9,Designated,Boroughbridge,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1424,,Designated,Hastings,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1425,,Designated,Ringwood,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1426,,Designated,Geographic - unassigned,,,(former Paging Services),,Split 'former usage' details to new 'Notes' column.
1427,,Designated,Gainsborough,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1428,,Designated,Haslemere,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1429,,Designated,Hartlepool,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1430,0,Designated,North Cave/Market Weighton National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,1,Designated,North Cave/Market Weighton National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,2,Designated,North Cave,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,3,Designated,North Cave,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,4,Designated,North Cave,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,5,Designated,North Cave,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,6,Designated,Market Weighton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,7,Designated,Market Weighton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,8,Designated,Market Weighton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1430,9,Designated,Market Weighton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1431,,Designated,Helmsdale,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
